Calendar year,State/territory,School sector,School level,Student-teacher ratio
2004,Victoria,All,Secondary,12.0
2004,Victoria,All,All,14.0
2004,Queensland,Government,Primary,15.4
2004,Queensland,Government,Secondary,13.0
2004,Queensland,Government,All,14.4
2004,Queensland,Catholic,Primary,17.4
2004,Queensland,Catholic,Secondary,13.1
2004,Queensland,Catholic,All,15.3
2004,Queensland,Independent,Primary,15.5
2004,Queensland,Independent,Secondary,11.8
2004,Queensland,Independent,All,13.3
2004,Queensland,All non-government,Primary,16.6
2004,Queensland,All non-government,Secondary,12.5
2004,Queensland,All non-government,All,14.3
2004,Queensland,All,Primary,15.7
2004,Queensland,All,Secondary,12.8
2004,Queensland,All,All,14.4
2004,South Australia,Government,Primary,16.2
2004,South Australia,Government,Secondary,12.5
2004,South Australia,Government,All,14.6
2004,South Australia,Catholic,Primary,18.2
2004,South Australia,Catholic,Secondary,12.7
2004,South Australia,Catholic,All,15.6
2004,South Australia,Independent,Primary,16.0
2004,South Australia,Independent,Secondary,11.5
2004,South Australia,Independent,All,13.6
2004,South Australia,All non-government,Primary,17.2
2004,South Australia,All non-government,Secondary,12.1
2004,South Australia,All non-government,All,14.6
2004,South Australia,All,Primary,16.5
2004,South Australia,All,Secondary,12.3
2004,South Australia,All,All,14.6
2004,Western Australia,Government,Primary,16.2
2004,Western Australia,Government,Secondary,11.7
2004,Western Australia,Government,All,14.3
2004,Western Australia,Catholic,Primary,18.2
2004,Western Australia,Catholic,Secondary,13.2
2004,Western Australia,Catholic,All,15.7
2004,Western Australia,Independent,Primary,15.4
2004,Western Australia,Independent,Secondary,11.6
2004,Western Australia,Independent,All,13.1
2004,Western Australia,All non-government,Primary,17.0
2004,Western Australia,All non-government,Secondary,12.4
2004,Western Australia,All non-government,All,14.5
2004,Western Australia,All,Primary,16.4
2004,Western Australia,All,Secondary,12.0
2004,Western Australia,All,All,14.3
2004,Tasmania,Government,Primary,15.9
2004,Tasmania,Government,Secondary,13.2
2004,Tasmania,Government,All,14.6
2004,Tasmania,Catholic,Primary,19.2
2004,Tasmania,Catholic,Secondary,13.7
2004,Tasmania,Catholic,All,16.1
2004,Tasmania,Independent,Primary,14.3
2004,Tasmania,Independent,Secondary,11.0
2004,Tasmania,Independent,All,12.2
2004,Tasmania,All non-government,Primary,17.2
2004,Tasmania,All non-government,Secondary,12.4
2004,Tasmania,All non-government,All,14.3
2004,Tasmania,All,Primary,16.2
2004,Tasmania,All,Secondary,12.9
2004,Tasmania,All,All,14.5
2004,Northern Territory,Government,Primary,13.5
2004,Northern Territory,Government,Secondary,11.0
2004,Northern Territory,Government,All,12.6
2004,Northern Territory,Catholic,Primary,18.0
2004,Northern Territory,Catholic,Secondary,10.1
2004,Northern Territory,Catholic,All,14.4
2004,Northern Territory,Independent,Primary,18.2
2004,Northern Territory,Independent,Secondary,9.6
2004,Northern Territory,Independent,All,12.4
2004,Northern Territory,All non-government,Primary,18.1
2004,Northern Territory,All non-government,Secondary,9.8
2004,Northern Territory,All non-government,All,13.4
2004,Northern Territory,All,Primary,14.2
2004,Northern Territory,All,Secondary,10.6
2004,Northern Territory,All,All,12.8
2004,Australian Capital Territory,Government,Primary,14.2
2004,Australian Capital Territory,Government,Secondary,11.8
2004,Australian Capital Territory,Government,All,13.0
2004,Australian Capital Territory,Catholic,Primary,19.2
2004,Australian Capital Territory,Catholic,Secondary,13.6
2004,Australian Capital Territory,Catholic,All,16.0
2004,Australian Capital Territory,Independent,Primary,14.9
2004,Australian Capital Territory,Independent,Secondary,11.4
2004,Australian Capital Territory,Independent,All,12.7
2004,Australian Capital Territory,All non-government,Primary,17.9
2004,Australian Capital Territory,All non-government,Secondary,12.8
2004,Australian Capital Territory,All non-government,All,14.9
2004,Australian Capital Territory,All,Primary,15.4
2004,Australian Capital Territory,All,Secondary,12.2
2004,Australian Capital Territory,All,All,13.7
2004,Australia,Government,Primary,16.2
2004,Australia,Government,Secondary,12.4
2004,Australia,Government,All,14.5
2004,Australia,Catholic,Primary,18.2
2004,Australia,Catholic,Secondary,13.1
2004,Australia,Catholic,All,15.4
2004,Australia,Independent,Primary,14.9
2004,Australia,Independent,Secondary,10.9
2004,Australia,Independent,All,12.4
2004,Australia,All non-government,Primary,16.9
2004,Australia,All non-government,Secondary,12.0
2004,Australia,All non-government,All,14.1
2004,Australia,All,Primary,16.4
2004,Australia,All,Secondary,12.3
2004,Australia,All,All,14.3
2003,New South Wales,Government,Primary,17.3
2003,New South Wales,Government,Secondary,12.6
2003,New South Wales,Government,All,15.0
2003,New South Wales,Catholic,Primary,18.6
2003,New South Wales,Catholic,Secondary,13.1
2003,New South Wales,Catholic,All,15.5
2003,New South Wales,Independent,Primary,15.4
2003,New South Wales,Independent,Secondary,10.4
2003,New South Wales,Independent,All,12.3
2003,New South Wales,All non-government,Primary,17.5
2003,New South Wales,All non-government,Secondary,12.0
2003,New South Wales,All non-government,All,14.2
2003,New South Wales,All,Primary,17.3
2003,New South Wales,All,Secondary,12.3
2003,New South Wales,All,All,14.7
2003,Victoria,Government,Primary,16.2
2003,Victoria,Government,Secondary,12.1
2003,Victoria,Government,All,14.3
2003,Victoria,Catholic,Primary,18.1
2003,Victoria,Catholic,Secondary,13.1
2003,Victoria,Catholic,All,15.5
2003,Victoria,Independent,Primary,13.6
2003,Victoria,Independent,Secondary,10.8
2003,Victoria,Independent,All,11.7
2003,Victoria,All non-government,Primary,16.5
2003,Victoria,All non-government,Secondary,12.0
2003,Victoria,All non-government,All,13.8
2003,Victoria,All,Primary,16.3
2003,Victoria,All,Secondary,12.1
2003,Victoria,All,All,14.1
2003,Queensland,Government,Primary,15.5
2003,Queensland,Government,Secondary,13.0
2003,Queensland,Government,All,14.5
2003,Queensland,Catholic,Primary,17.5
2003,Queensland,Catholic,Secondary,13.1
2003,Queensland,Catholic,All,15.3
2003,Queensland,Independent,Primary,15.7
2003,Queensland,Independent,Secondary,12.1
2003,Queensland,Independent,All,13.5
2003,Queensland,All non-government,Primary,16.7
2003,Queensland,All non-government,Secondary,12.6
2003,Queensland,All non-government,All,14.4
2003,Queensland,All,Primary,15.8
2003,Queensland,All,Secondary,12.9
2003,Queensland,All,All,14.5
2003,South Australia,Government,Primary,15.9
2003,South Australia,Government,Secondary,12.9
2003,South Australia,Government,All,14.7
2003,South Australia,Catholic,Primary,18.5
2003,South Australia,Catholic,Secondary,12.9
2003,South Australia,Catholic,All,15.8
2003,South Australia,Independent,Primary,16.5
2003,South Australia,Independent,Secondary,11.6
2003,South Australia,Independent,All,13.9
2003,South Australia,All non-government,Primary,17.6
2003,South Australia,All non-government,Secondary,12.2
2003,South Australia,All non-government,All,14.9
2003,South Australia,All,Primary,16.4
2003,South Australia,All,Secondary,12.7
2003,South Australia,All,All,14.8
2003,Western Australia,Government,Primary,16.8
2003,Western Australia,Government,Secondary,12.2
2003,Western Australia,Government,All,14.8
2003,Western Australia,Catholic,Primary,18.5
2003,Western Australia,Catholic,Secondary,13.2
2003,Western Australia,Catholic,All,15.8
2003,Western Australia,Independent,Primary,15.6
2003,Western Australia,Independent,Secondary,11.7
2003,Western Australia,Independent,All,13.2
2003,Western Australia,All non-government,Primary,17.3
2003,Western Australia,All non-government,Secondary,12.5
2003,Western Australia,All non-government,All,14.6
2003,Western Australia,All,Primary,16.9
2003,Western Australia,All,Secondary,12.3
2003,Western Australia,All,All,14.8
2003,Tasmania,Government,Primary,16.0
2003,Tasmania,Government,Secondary,13.4
2003,Tasmania,Government,All,14.8
2003,Tasmania,Catholic,Primary,19.0
2003,Tasmania,Catholic,Secondary,13.3
2003,Tasmania,Catholic,All,15.8
2003,Tasmania,Independent,Primary,14.6
2003,Tasmania,Independent,Secondary,11.3
2003,Tasmania,Independent,All,12.5
2003,Tasmania,All non-government,Primary,17.2
2003,Tasmania,All non-government,Secondary,12.4
2003,Tasmania,All non-government,All,14.3
2003,Tasmania,All,Primary,16.2
2003,Tasmania,All,Secondary,13.1
2003,Tasmania,All,All,14.6
2003,Northern Territory,Government,Primary,13.9
2003,Northern Territory,Government,Secondary,11.6
2003,Northern Territory,Government,All,13.1
2003,Northern Territory,Catholic,Primary,18.5
2003,Northern Territory,Catholic,Secondary,10.5
2003,Northern Territory,Catholic,All,15.1
2003,Northern Territory,Independent,Primary,17.9
2003,Northern Territory,Independent,Secondary,9.9
2003,Northern Territory,Independent,All,12.6
2003,Northern Territory,All non-government,Primary,18.3
2003,Northern Territory,All non-government,Secondary,10.2
2003,Northern Territory,All non-government,All,13.9
2003,Northern Territory,All,Primary,14.6
2003,Northern Territory,All,Secondary,11.1
2003,Northern Territory,All,All,13.3
2003,Australian Capital Territory,Government,Primary,15.1
2003,Australian Capital Territory,Government,Secondary,11.9
2003,Australian Capital Territory,Government,All,13.5
2003,Australian Capital Territory,Catholic,Primary,19.3
2003,Australian Capital Territory,Catholic,Secondary,13.7
2003,Australian Capital Territory,Catholic,All,16.0
2003,Australian Capital Territory,Independent,Primary,15.3
2003,Australian Capital Territory,Independent,Secondary,11.4
2003,Australian Capital Territory,Independent,All,12.8
2003,Australian Capital Territory,All non-government,Primary,18.1
2003,Australian Capital Territory,All non-government,Secondary,12.9
2003,Australian Capital Territory,All non-government,All,15.0
2003,Australian Capital Territory,All,Primary,16.1
2003,Australian Capital Territory,All,Secondary,12.3
2003,Australian Capital Territory,All,All,14.0
2003,Australia,Government,Primary,16.4
2003,Australia,Government,Secondary,12.5
2003,Australia,Government,All,14.6
2003,Australia,Catholic,Primary,18.3
2003,Australia,Catholic,Secondary,13.1
2003,Australia,Catholic,All,15.5
2003,Australia,Independent,Primary,15.1
2003,Australia,Independent,Secondary,11.1
2003,Australia,Independent,All,12.6
2003,Australia,All non-government,Primary,17.1
2003,Australia,All non-government,Secondary,12.1
2003,Australia,All non-government,All,14.3
2003,Australia,All,Primary,16.6
2003,Australia,All,Secondary,12.4
2003,Australia,All,All,14.5
2002,New South Wales,Government,Primary,17.5
2002,New South Wales,Government,Secondary,12.5
2002,New South Wales,Government,All,15.1
2002,New South Wales,Catholic,Primary,18.9
2002,New South Wales,Catholic,Secondary,13.3
2002,New South Wales,Catholic,All,15.8
2002,New South Wales,Independent,Primary,15.5
2002,New South Wales,Independent,Secondary,10.6
2002,New South Wales,Independent,All,12.4
2002,New South Wales,All non-government,Primary,17.7
2002,New South Wales,All non-government,Secondary,12.2
2002,New South Wales,All non-government,All,14.5
2002,New South Wales,All,Primary,17.6
2002,New South Wales,All,Secondary,12.4
2002,New South Wales,All,All,14.9
2002,Victoria,Government,Primary,16.4
2002,Victoria,Government,Secondary,12.3
2002,Victoria,Government,All,14.4
2002,Victoria,Catholic,Primary,18.4
2002,Victoria,Catholic,Secondary,13.3
2002,Victoria,Catholic,All,15.8
2002,Victoria,Independent,Primary,13.8
2002,Victoria,Independent,Secondary,10.9
2002,Victoria,Independent,All,11.8
2002,Victoria,All non-government,Primary,16.9
2002,Victoria,All non-government,Secondary,12.1
2002,Victoria,All non-government,All,14.1
2002,Victoria,All,Primary,16.6
2002,Victoria,All,Secondary,12.2
2002,Victoria,All,All,14.3
2002,Queensland,Government,Primary,15.7
2002,Queensland,Government,Secondary,13.1
2002,Queensland,Government,All,14.7
2002,Queensland,Catholic,Primary,17.7
2002,Queensland,Catholic,Secondary,13.1
2002,Queensland,Catholic,All,15.4
2002,Queensland,Independent,Primary,15.8
2002,Queensland,Independent,Secondary,12.3
2002,Queensland,Independent,All,13.6
2002,Queensland,All non-government,Primary,16.9
2002,Queensland,All non-government,Secondary,12.7
2002,Queensland,All non-government,All,14.6
2002,Queensland,All,Primary,16.0
2002,Queensland,All,Secondary,12.9
2002,Queensland,All,All,14.6
2002,South Australia,Government,Primary,16.8
2002,South Australia,Government,Secondary,12.5
2002,South Australia,Government,All,15.0
2002,South Australia,Catholic,Primary,18.3
2002,South Australia,Catholic,Secondary,12.9
2002,South Australia,Catholic,All,15.8
2002,South Australia,Independent,Primary,16.6
2002,South Australia,Independent,Secondary,11.7
2002,South Australia,Independent,All,14.0
2002,South Australia,All non-government,Primary,17.5
2002,South Australia,All non-government,Secondary,12.3
2002,South Australia,All non-government,All,14.9
2002,South Australia,All,Primary,17.0
2002,South Australia,All,Secondary,12.4
2002,South Australia,All,All,15.0
2002,Western Australia,Government,Primary,17.7
2002,Western Australia,Government,Secondary,12.4
2002,Western Australia,Government,All,15.4
2002,Western Australia,Catholic,Primary,18.5
2002,Western Australia,Catholic,Secondary,13.2
2002,Western Australia,Catholic,All,15.9
2002,Western Australia,Independent,Primary,15.9
2002,Western Australia,Independent,Secondary,11.5
2002,Western Australia,Independent,All,13.2
2002,Western Australia,All non-government,Primary,17.5
2002,Western Australia,All non-government,Secondary,12.4
2002,Western Australia,All non-government,All,14.7
2002,Western Australia,All,Primary,17.7
2002,Western Australia,All,Secondary,12.4
2002,Western Australia,All,All,15.2
2002,Tasmania,Government,Primary,16.1
2002,Tasmania,Government,Secondary,13.4
2002,Tasmania,Government,All,14.8
2002,Tasmania,Catholic,Primary,19.5
2002,Tasmania,Catholic,Secondary,13.4
2002,Tasmania,Catholic,All,16.1
2002,Tasmania,Independent,Primary,14.5
2002,Tasmania,Independent,Secondary,11.4
2002,Tasmania,Independent,All,12.6
2002,Tasmania,All non-government,Primary,17.4
2002,Tasmania,All non-government,Secondary,12.5
2002,Tasmania,All non-government,All,14.5
2002,Tasmania,All,Primary,16.3
2002,Tasmania,All,Secondary,13.1
2002,Tasmania,All,All,14.7
2002,Northern Territory,Government,Primary,14.0
2002,Northern Territory,Government,Secondary,10.9
2002,Northern Territory,Government,All,13.0
2002,Northern Territory,Catholic,Primary,17.7
2002,Northern Territory,Catholic,Secondary,11.2
2002,Northern Territory,Catholic,All,15.2
2002,Northern Territory,Independent,Primary,17.5
2002,Northern Territory,Independent,Secondary,9.8
2002,Northern Territory,Independent,All,12.4
2002,Northern Territory,All non-government,Primary,17.6
2002,Northern Territory,All non-government,Secondary,10.3
2002,Northern Territory,All non-government,All,13.8
2002,Northern Territory,All,Primary,14.6
2002,Northern Territory,All,Secondary,10.8
2002,Northern Territory,All,All,13.1
2002,Australian Capital Territory,Government,Primary,15.8
2002,Australian Capital Territory,Government,Secondary,12.0
2002,Australian Capital Territory,Government,All,13.9
2002,Australian Capital Territory,Catholic,Primary,20.0
2002,Australian Capital Territory,Catholic,Secondary,13.7
2002,Australian Capital Territory,Catholic,All,16.3
2002,Australian Capital Territory,Independent,Primary,15.2
2002,Australian Capital Territory,Independent,Secondary,11.4
2002,Australian Capital Territory,Independent,All,12.7
2002,Australian Capital Territory,All non-government,Primary,18.7
2002,Australian Capital Territory,All non-government,Secondary,12.9
2002,Australian Capital Territory,All non-government,All,15.2
2002,Australian Capital Territory,All,Primary,16.7
2002,Australian Capital Territory,All,Secondary,12.4
2002,Australian Capital Territory,All,All,14.4
2002,Australia,Government,Primary,16.7
2002,Australia,Government,Secondary,12.5
2002,Australia,Government,All,14.8
2002,Australia,Catholic,Primary,18.5
2002,Australia,Catholic,Secondary,13.3
2002,Australia,Catholic,All,15.7
2002,Australia,Independent,Primary,15.3
2002,Australia,Independent,Secondary,11.2
2002,Australia,Independent,All,12.7
2002,Australia,All non-government,Primary,17.3
2002,Australia,All non-government,Secondary,12.3
2002,Australia,All non-government,All,14.5
2002,Australia,All,Primary,16.9
2002,Australia,All,Secondary,12.4
2002,Australia,All,All,14.7
2001,New South Wales,Government,Primary,17.5
2001,New South Wales,Government,Secondary,12.5
2001,New South Wales,Government,All,15.1
2001,New South Wales,Catholic,Primary,19.4
2001,New South Wales,Catholic,Secondary,13.4
2001,New South Wales,Catholic,All,16.0
2001,New South Wales,Independent,Primary,15.9
2001,New South Wales,Independent,Secondary,10.7
2001,New South Wales,Independent,All,12.7
2001,New South Wales,All non-government,Primary,18.2
2001,New South Wales,All non-government,Secondary,12.3
2001,New South Wales,All non-government,All,14.8
2001,New South Wales,All,Primary,17.7
2001,New South Wales,All,Secondary,12.4
2001,New South Wales,All,All,15.0
2001,Victoria,Government,Primary,16.6
2001,Victoria,Government,Secondary,12.6
2001,Victoria,Government,All,14.7
2001,Victoria,Catholic,Primary,18.8
2001,Victoria,Catholic,Secondary,13.5
2001,Victoria,Catholic,All,16.0
2001,Victoria,Independent,Primary,14.0
2001,Victoria,Independent,Secondary,10.9
2001,Victoria,Independent,All,11.9
2001,Victoria,All non-government,Primary,17.2
2001,Victoria,All non-government,Secondary,12.2
2001,Victoria,All non-government,All,14.3
2001,Victoria,All,Primary,16.8
2001,Victoria,All,Secondary,12.5
2001,Victoria,All,All,14.6
2001,Queensland,Government,Primary,15.8
2001,Queensland,Government,Secondary,12.6
2001,Queensland,Government,All,14.5
2001,Queensland,Catholic,Primary,18.0
2001,Queensland,Catholic,Secondary,13.3
2001,Queensland,Catholic,All,15.6
2001,Queensland,Independent,Primary,16.3
2001,Queensland,Independent,Secondary,12.2
2001,Queensland,Independent,All,13.7
2001,Queensland,All non-government,Primary,17.3
2001,Queensland,All non-government,Secondary,12.8
2001,Queensland,All non-government,All,14.8
2001,Queensland,All,Primary,16.1
2001,Queensland,All,Secondary,12.7
2001,Queensland,All,All,14.6
2001,South Australia,Government,Primary,16.8
2001,South Australia,Government,Secondary,12.2
2001,South Australia,Government,All,14.8
2001,South Australia,Catholic,Primary,18.6
2001,South Australia,Catholic,Secondary,13.2
2001,South Australia,Catholic,All,16.1
2001,South Australia,Independent,Primary,16.9
2001,South Australia,Independent,Secondary,11.8
2001,South Australia,Independent,All,14.2
2001,South Australia,All non-government,Primary,17.8
2001,South Australia,All non-government,Secondary,12.5
2001,South Australia,All non-government,All,15.2
2001,South Australia,All,Primary,17.0
2001,South Australia,All,Secondary,12.3
2001,South Australia,All,All,14.9
2001,Western Australia,Government,Primary,17.2
2001,Western Australia,Government,Secondary,12.6
2001,Western Australia,Government,All,15.1
2001,Western Australia,Catholic,Primary,17.3
2001,Western Australia,Catholic,Secondary,13.4
2001,Western Australia,Catholic,All,15.4
2001,Western Australia,Independent,Primary,14.6
2001,Western Australia,Independent,Secondary,11.7
2001,Western Australia,Independent,All,12.8
2001,Western Australia,All non-government,Primary,16.3
2001,Western Australia,All non-government,Secondary,12.5
2001,Western Australia,All non-government,All,14.2
2001,Western Australia,All,Primary,16.9
2001,Western Australia,All,Secondary,12.6
2001,Western Australia,All,All,14.9
2001,Tasmania,Government,Primary,16.0
2001,Tasmania,Government,Secondary,13.4
2001,Tasmania,Government,All,14.8
2001,Tasmania,Catholic,Primary,19.4
2001,Tasmania,Catholic,Secondary,13.2
2001,Tasmania,Catholic,All,15.9
2001,Tasmania,Independent,Primary,14.9
2001,Tasmania,Independent,Secondary,11.5
2001,Tasmania,Independent,All,12.8
2001,Tasmania,All non-government,Primary,17.6
2001,Tasmania,All non-government,Secondary,12.4
2001,Tasmania,All non-government,All,14.6
2001,Tasmania,All,Primary,16.4
2001,Tasmania,All,Secondary,13.1
2001,Tasmania,All,All,14.7
2001,Northern Territory,Government,Primary,13.8
2001,Northern Territory,Government,Secondary,11.4
2001,Northern Territory,Government,All,13.0
2001,Northern Territory,Catholic,Primary,19.1
2001,Northern Territory,Catholic,Secondary,10.5
2001,Northern Territory,Catholic,All,15.5
2001,Northern Territory,Independent,Primary,15.6
2001,Northern Territory,Independent,Secondary,11.2
2001,Northern Territory,Independent,All,12.9
2001,Northern Territory,All non-government,Primary,17.9
2001,Northern Territory,All non-government,Secondary,10.9
2001,Northern Territory,All non-government,All,14.3
2001,Northern Territory,All,Primary,14.5
2001,Northern Territory,All,Secondary,11.3
2001,Northern Territory,All,All,13.3
2001,Australian Capital Territory,Government,Primary,16.5
2001,Australian Capital Territory,Government,Secondary,12.1
2001,Australian Capital Territory,Government,All,14.2
2001,Australian Capital Territory,Catholic,Primary,21.2
2001,Australian Capital Territory,Catholic,Secondary,13.9
2001,Australian Capital Territory,Catholic,All,16.9
2001,Australian Capital Territory,Independent,Primary,16.7
2001,Australian Capital Territory,Independent,Secondary,11.5
2001,Australian Capital Territory,Independent,All,13.2
2001,Australian Capital Territory,All non-government,Primary,20.1
2001,Australian Capital Territory,All non-government,Secondary,13.1
2001,Australian Capital Territory,All non-government,All,15.8
2001,Australian Capital Territory,All,Primary,17.6
2001,Australian Capital Territory,All,Secondary,12.5
2001,Australian Capital Territory,All,All,14.8
2001,Australia,Government,Primary,16.7
2001,Australia,Government,Secondary,12.5
2001,Australia,Government,All,14.8
2001,Australia,Catholic,Primary,18.8
2001,Australia,Catholic,Secondary,13.4
2001,Australia,Catholic,All,15.9
2001,Australia,Independent,Primary,15.4
2001,Australia,Independent,Secondary,11.3
2001,Australia,Independent,All,12.8
2001,Australia,All non-government,Primary,17.6
2001,Australia,All non-government,Secondary,12.4
2001,Australia,All non-government,All,14.6
2001,Australia,All,Primary,17.0
2001,Australia,All,Secondary,12.5
2001,Australia,All,All,14.8
